,timestamp,hours
409,2017-08-13 11:01:00,3.0
410,2017-08-13 21:37:00,4.5
411,2017-08-14 01:41:00,2.0
412,2017-08-14 17:43:00,7.0
413,2017-08-14 18:15:00,5.0
414,2017-08-14 18:20:00,7.0
415,2017-08-14 18:24:00,5.0
416,2017-08-14 18:45:00,10.0
417,2017-08-14 19:18:00,13.75
418,2017-08-14 19:21:00,7.0
419,2017-08-14 19:22:00,14.0
420,2017-08-14 20:10:00,7.0
421,2017-08-15 01:00:00,10.0
422,2017-08-15 01:07:00,9.0
423,2017-08-15 09:11:00,7.0
424,2017-08-15 09:55:00,16.5
425,2017-08-15 16:30:00,6.0
426,2017-08-15 16:39:00,0.5
427,2017-08-15 17:59:00,6.0
428,2017-08-15 18:06:00,4.5
429,2017-08-15 18:08:00,9.5
430,2017-08-15 18:11:00,8.0
431,2017-08-15 18:40:00,7.5
432,2017-08-16 00:09:00,7.0
433,2017-08-16 00:35:00,2.5
434,2017-08-16 00:59:00,1.0
435,2017-08-16 10:33:00,3.0
436,2017-08-16 18:35:00,7.5
437,2017-08-16 18:37:00,2.0
438,2017-08-16 18:39:00,6.5
439,2017-08-16 18:47:00,8.0
440,2017-08-16 18:48:00,7.0
441,2017-08-16 19:14:00,17.0
442,2017-08-16 19:27:00,8.0
443,2017-08-16 19:57:00,8.0
444,2017-08-16 23:17:00,6.25
445,2017-08-16 23:19:00,7.5
446,2017-08-16 23:27:00,2.5
447,2017-08-17 01:01:00,9.0
448,2017-08-17 09:13:00,16.0
449,2017-08-17 09:15:00,15.5
450,2017-08-17 16:21:00,5.0
451,2017-08-17 16:32:00,6.75
452,2017-08-17 17:55:00,6.5
453,2017-08-17 18:09:00,15.0
454,2017-08-17 18:22:00,7.0
455,2017-08-17 18:39:00,7.0
456,2017-08-17 20:33:00,1.5
457,2017-08-17 22:29:00,9.25
458,2017-08-18 00:04:00,2.0
459,2017-08-18 10:23:00,8.75
460,2017-08-18 14:44:00,4.0
461,2017-08-18 16:06:00,5.5
462,2017-08-18 16:52:00,6.0
463,2017-08-18 17:22:00,8.0
464,2017-08-18 17:58:00,3.5
465,2017-08-18 18:14:00,6.5
466,2017-08-18 19:13:00,5.25
467,2017-08-18 21:22:00,11.5
468,2017-08-20 02:08:00,4.0
469,2017-08-20 17:27:00,4.0
470,2017-08-21 16:17:00,4.0
471,2017-08-22 12:06:00,16.0
472,2017-08-22 16:42:00,6.0
473,2017-08-22 16:45:00,6.0
474,2017-08-22 16:46:00,7.0
475,2017-08-22 17:15:00,6.0
476,2017-08-22 17:49:00,5.5
477,2017-08-22 18:04:00,3.5
478,2017-08-22 18:38:00,3.0
479,2017-08-22 18:58:00,11.75
480,2017-08-22 18:59:00,7.0
481,2017-08-22 19:42:00,2.0
482,2017-08-22 21:05:00,9.5
483,2017-08-22 22:04:00,0.25
484,2017-08-22 22:26:00,14.5
485,2017-08-23 09:18:00,8.0
486,2017-08-23 13:01:00,4.0
487,2017-08-23 18:00:00,7.5
488,2017-08-23 18:01:00,3.0
489,2017-08-23 18:03:00,7.0
490,2017-08-23 18:17:00,3.5
491,2017-08-23 18:19:00,7.0
492,2017-08-23 18:29:00,8.0
493,2017-08-23 18:30:00,7.75
494,2017-08-23 18:33:00,5.5
495,2017-08-23 18:34:00,7.5
496,2017-08-23 18:38:00,6.0
497,2017-08-23 23:32:00,1.5
498,2017-08-24 17:45:00,6.5
499,2017-08-24 17:52:00,8.0
500,2017-08-24 18:25:00,7.0
501,2017-08-24 18:30:00,15.25
502,2017-08-24 18:33:00,8.75
503,2017-08-24 18:48:00,7.5
504,2017-08-24 19:18:00,14.25
505,2017-08-24 19:23:00,8.5
506,2017-08-24 20:21:00,8.5
507,2017-08-25 00:02:00,8.5
508,2017-08-25 15:49:00,3.0
509,2017-08-25 17:15:00,6.0
510,2017-08-25 18:03:00,13.0
511,2017-08-25 18:29:00,8.25
512,2017-08-25 18:34:00,15.5
513,2017-08-25 18:36:00,8.0
514,2017-08-25 18:40:00,7.0
515,2017-08-25 18:54:00,7.0
516,2017-08-26 01:00:00,3.0
517,2017-08-27 01:49:00,1.0
518,2017-08-28 02:31:00,1.0
519,2017-08-28 14:43:00,4.0
520,2017-08-28 19:26:00,7.5
521,2017-08-28 19:45:00,1.0
522,2017-08-28 19:46:00,4.75
523,2017-08-28 20:05:00,7.0
524,2017-08-28 21:36:00,5.5
525,2017-08-28 22:04:00,3.0
526,2017-08-28 22:34:00,3.5
527,2017-08-28 23:55:00,4.0
528,2017-08-29 00:01:00,2.5
529,2017-08-29 00:42:00,2.0
530,2017-08-29 01:17:00,5.0
531,2017-08-29 16:58:00,5.0
532,2017-08-29 17:01:00,4.0
533,2017-08-29 17:31:00,5.25
534,2017-08-29 17:54:00,4.5
535,2017-08-29 17:58:00,5.5
536,2017-08-29 18:04:00,6.5
537,2017-08-29 18:10:00,1.0
538,2017-08-29 18:15:00,6.5
539,2017-08-29 18:29:00,7.0
540,2017-08-29 18:37:00,7.5
541,2017-08-29 18:47:00,13.5
542,2017-08-29 18:59:00,5.0
543,2017-08-29 19:06:00,12.0
544,2017-08-29 22:42:00,1.0
545,2017-08-29 23:06:00,0.5
546,2017-08-30 07:51:00,0.25
547,2017-08-30 17:39:00,4.0
548,2017-08-30 18:10:00,6.5
549,2017-08-30 19:16:00,7.5
550,2017-08-30 19:21:00,6.0
551,2017-08-30 19:24:00,7.5
552,2017-08-30 19:32:00,7.0
553,2017-08-30 21:04:00,7.5
554,2017-08-30 23:42:00,10.0
555,2017-08-30 23:47:00,3.0
556,2017-08-31 00:26:00,8.0
557,2017-08-31 05:59:00,3.0
558,2017-08-31 17:39:00,6.0
559,2017-08-31 18:06:00,8.0
560,2017-08-31 18:38:00,9.0
561,2017-08-31 18:42:00,5.5
562,2017-08-31 18:44:00,7.0
563,2017-08-31 18:50:00,7.5
564,2017-08-31 19:02:00,3.5
565,2017-08-31 19:05:00,4.0
566,2017-08-31 19:24:00,14.0
567,2017-08-31 19:25:00,8.5
568,2017-08-31 22:25:00,1.75
569,2017-08-31 23:56:00,1.0
570,2017-09-01 02:27:00,2.0
571,2017-09-01 03:10:00,9.0
572,2017-09-01 08:09:00,12.0
573,2017-09-01 16:00:00,5.0
574,2017-09-01 16:31:00,3.5
575,2017-09-01 18:17:00,4.0
576,2017-09-01 18:49:00,2.5
577,2017-09-01 19:17:00,14.0
578,2017-09-01 23:41:00,4.5
579,2017-09-01 23:55:00,4.5
580,2017-09-02 04:12:00,5.0
581,2017-09-02 17:28:00,2.0
582,2017-09-03 17:37:00,4.5
583,2017-09-04 00:00:00,5.0
584,2017-09-04 11:51:00,1.0
585,2017-09-04 17:17:00,6.0
586,2017-09-04 17:47:00,5.5
587,2017-09-04 18:30:00,7.0
588,2017-09-04 18:33:00,5.5
589,2017-09-04 18:39:00,6.5
590,2017-09-04 18:40:00,7.0
591,2017-09-04 19:23:00,7.75
592,2017-09-04 19:43:00,11.75
593,2017-09-04 23:55:00,2.0
594,2017-09-05 00:36:00,3.25
595,2017-09-05 02:02:00,9.0
596,2017-09-05 03:09:00,15.0
597,2017-09-05 06:56:00,15.5
598,2017-09-05 07:03:00,5.0
599,2017-09-05 16:14:00,3.0
600,2017-09-05 17:39:00,5.0
601,2017-09-05 17:45:00,5.5
602,2017-09-05 18:22:00,5.75
603,2017-09-05 18:33:00,4.5
604,2017-09-05 21:12:00,8.0
605,2017-09-05 21:56:00,3.0
606,2017-09-05 22:00:00,7.25
607,2017-09-05 23:51:00,10.0
608,2017-09-06 00:24:00,7.5
609,2017-09-06 17:28:00,5.0
610,2017-09-06 17:38:00,6.0
611,2017-09-06 18:18:00,7.0
612,2017-09-06 18:21:00,16.75
613,2017-09-06 18:32:00,10.0
614,2017-09-06 20:48:00,1.0
615,2017-09-06 21:48:00,10.5
616,2017-09-06 23:19:00,9.0
617,2017-09-07 01:54:00,3.0
618,2017-09-07 08:00:00,19.75
619,2017-09-07 08:59:00,15.5
620,2017-09-07 10:27:00,6.5
621,2017-09-07 10:35:00,8.5
622,2017-09-07 16:28:00,4.0
623,2017-09-07 16:57:00,6.0
624,2017-09-07 17:17:00,8.0
625,2017-09-07 17:33:00,10.5
626,2017-09-07 18:08:00,16.0
627,2017-09-07 18:09:00,7.5
628,2017-09-07 18:19:00,7.0
629,2017-09-07 20:42:00,7.0
630,2017-09-07 20:49:00,6.0
631,2017-09-08 14:12:00,3.0
632,2017-09-08 16:06:00,5.5
633,2017-09-08 16:21:00,6.5
634,2017-09-08 16:49:00,6.5
635,2017-09-08 16:59:00,5.5
636,2017-09-08 17:14:00,7.0
637,2017-09-08 18:39:00,6.5
638,2017-09-08 18:51:00,2.0
639,2017-09-08 19:14:00,10.0
640,2017-09-08 21:43:00,2.0
641,2017-09-08 22:10:00,9.0
642,2017-09-09 06:56:00,2.0
643,2017-09-09 18:15:00,4.0
